Date,Oil Investments,Gold Investments,Comp Stock,Other sharesInvestments
06-09-2011,-0.005320995,0.010531929,0.015211886,0.029428538
07-09-2011,0.038958018,-0.044854881,0.011033802,0.017207888
08-09-2011,-0.003246026,0.024861879,0.000547029,-0.012005453
09-09-2011,-0.02032566,-0.002156334,-0.017337473,-0.027018301
12-09-2011,0.0108895,-0.009184225,0.00651691,0.02445716
13-09-2011,0.022905091,-0.007633588,0.012317727,0.013714449
14-09-2011,-0.014410819,-0.000824176,0.012167865,0.013847802
15-09-2011,0.005511191,-0.020071488,0.009401487,0.018915361
16-09-2011,-0.016107383,0.006734007,0.019187742,0.055207708
19-09-2011,-0.025693497,0,0.027790262,0.009987459
20-09-2011,0.014235706,0.002787068,0.004421412,-0.034920774
21-09-2011,-0.013230557,-0.003335186,-0.003168429,-0.00591642
22-09-2011,-0.063891804,-0.039598438,-0.025040022,-0.037262256
23-09-2011,-0.008842944,-0.019163763,0.006171853,0.001702303
26-09-2011,0.004900729,-0.053878034,-0.00279491,0.027905751
27-09-2011,0.052644742,0.038172716,-0.009698135,-0.024537737
28-09-2011,-0.038488952,-0.009644364,-0.005635451,0.024530573
29-09-2011,0.011489993,-0.018259282,-0.016221236,-0.031648621
30-09-2011,-0.03591059,0.00433974,-0.02368336,-0.027917667
03-10-2011,-0.020144432,0.02191358,-0.017622976,-0.019654997
04-10-2011,-0.025084045,-0.010570825,-0.005605961,0.002453081
05-10-2011,0.053183024,-0.012820513,0.015436193,0.032941177
06-10-2011,0.036645259,0.011131725,-0.00232648,0.009157153
07-10-2011,0.004616132,0.010397554,-0.020059896,0.01458178
10-10-2011,0.029504232,0.005447942,0.051406161,0.029278285
11-10-2011,0.004698144,0.001204094,0.029525972,0.017983697
12-10-2011,-0.002805705,0.011425135,0.004746601,0.005648047
13-10-2011,-0.015709261,-0.015457788,0.01551501,-0.002787061
14-10-2011,0.033825631,0.013285024,0.033224799,0.044717397
17-10-2011,-0.00483871,0.00238379,-0.004762986,-0.017753658
18-10-2011,0.022690438,-0.030321046,0.005357244,0.006396249
19-10-2011,-0.025243378,0.013182097,-0.055939771,-0.050639682
20-10-2011,-0.000464522,-0.019667171,-0.00830361,0.008983726
21-10-2011,0.013012664,0.013888889,-0.006172363,0.005008339
24-10-2011,0.045073976,0.005783866,0.032835286,0.012053846
25-10-2011,0.020412643,0.002421308,-0.0197156,-0.044021746
26-10-2011,-0.029898903,0.035628019,0.007114669,-0.12656835
27-10-2011,0.041685144,0.001749271,0.01020969,0.04223793
28-10-2011,-0.006811409,0.01338766,0.0006424,0.050972087
31-10-2011,-0.001393056,-0.010913268,-0.000419775,-0.017531805
01-11-2011,-0.010730765,-0.013356562,-0.020430824,-0.006603855
02-11-2011,0.003471092,0.025897587,0.002269796,0.016595893
03-11-2011,0.016863042,0.008605852,0.014242211,0.012382887
04-11-2011,0.002019773,-0.005119454,-0.007021118,-0.008291709
07-11-2011,0.013367282,0.018867925,-0.001274233,0.002402088
08-11-2011,0.013400335,0.007295174,0.016260951,0.004562235
09-11-2011,-0.010950413,-0.006128134,-0.026955161,-0.031056488
10-11-2011,0.021307708,-0.015695067,-0.025450299,-0.00203583
11-11-2011,0.012374719,0.009681093,-0.001557583,0.031310813
14-11-2011,-0.008586726,0.001692047,-0.01393581,0.007084015
15-11-2011,0.012533116,0.005067568,0.025233333,-0.005024396
16-11-2011,0.032404146,-0.016246499,-0.010441545,-0.026809884
17-11-2011,-0.036748221,-0.007687927,-0.019128336,-0.035237515
18-11-2011,-0.01163732,-0.01348637,-0.006544567,-0.036084514
21-11-2011,-0.009624245,-0.009889471,-0.015815903,-0.040022314
22-11-2011,0.010648196,-0.001762632,0.02032468,0.016327588
23-11-2011,-0.016366612,-0.010594467,-0.025284871,-0.017417028
25-11-2011,0.007799501,0.00446163,-0.009319047,-0.034869627
28-11-2011,0.013414508,0.015102162,0.034518816,0.064418862
29-11-2011,0.016087975,0.001750292,-0.007763519,-0.029667758
30-11-2011,0.005711995,0.016889924,0.024115732,0.020701704
01-12-2011,-0.001594261,0.003436426,0.01499218,0.025170379
02-12-2011,0.007684631,-0.002853881,0.004562694,-0.005580104
05-12-2011,-0.000297118,-0.00171723,0.008493728,0.001071295
06-12-2011,0.003071131,-0.020642202,-0.005241655,-0.021657154
07-12-2011,-0.007901235,0.016100703,-0.004757601,0.017344663
08-12-2011,-0.020905923,-0.011812158,0.004035043,-0.024779904
09-12-2011,0.010676157,-0.003498542,0.007576954,0.013387248
12-12-2011,-0.01639839,-0.028964307,-0.004522169,-0.018183676
13-12-2011,0.025263373,0.007833685,-0.007732746,-0.047541203
14-12-2011,-0.053072626,-0.041554559,-0.022170166,-0.001661891
15-12-2011,-0.011378003,-0.018091079,-0.003287877,0.005826469
16-12-2011,-0.003090367,0.01270648,0.00548898,0
19-12-2011,0.003313736,0.00250941,0.003123233,-0.01064765
20-12-2011,0.035158747,0.009699625,0.035948803,0.017788446
21-12-2011,0.014203376,-0.003408739,0.001262811,-0.044762206
22-12-2011,0.008930384,-0.000932836,0.005297011,0.026842517
23-12-2011,0.003017502,-1,0.011993474,-0.009774898
27-12-2011,0.015744083,0,0.007933935,-0.005697174
28-12-2011,-0.018264389,0,-0.009568785,-0.013502042
29-12-2011,0.002413516,-0.02546149,0.006159371,-0.000172511
30-12-2011,-0.008527287,-1,-0.000296228,-0.004371305
03-01-2012,0.041788931,0,0.015382716,0.034257613
04-01-2012,0.002525253,0.009386733,0.005374151,-0.00849022
05-01-2012,-0.013660143,-0.008679479,0.011101935,0.000563382
06-01-2012,-0.002455555,0.01094434,0.0104538,0.028151568
09-01-2012,-0.002461599,-0.000927931,-0.00158617,-0.022178429
10-01-2012,0.009179745,0.013622291,0.003580469,0.004368268
11-01-2012,-0.013204225,-0.001527184,-0.001630274,-0.002453452
12-01-2012,-0.01843592,0.016212909,-0.002745249,-0.01660146
13-01-2012,-0.003433303,-0.015352198,-0.003749458,0.014153385
17-01-2012,0.020366805,0.012534393,0.011648119,0.018159433
18-01-2012,-0.000893744,-0.005434783,0.010383817,0.042827248
19-01-2012,-0.002882417,0.004857316,-0.003169371,0.026446342
20-01-2012,-0.021630782,-0.001208459,-0.017416704,-0.018102361
23-01-2012,0.013448803,0.013611615,0.016916467,-0.02534959
24-01-2012,-0.006333568,-0.005968368,-0.016377717,0.004890129
25-01-2012,0.003945771,-0.009306515,0.062439048,0.004278091
26-01-2012,0.005341127,0.046666667,-0.00454486,0.029392992
27-01-2012,-0.002906977,-0.000579039,0.005960052,0.010604117
30-01-2012,-0.007238363,0.001738123,0.012810745,-0.016481553
31-01-2012,-0.002936709,0.008675535,0.00765984,0.011917815
01-02-2012,-0.008429819,-0.002293578,-0.000635287,-0.077041734
02-02-2012,-0.013008297,0.006321839,-0.002345481,0.012593302
03-02-2012,0.01494396,-0.009708738,0.010019327,0.032797667
06-02-2012,-0.009304704,-0.008650519,0.009332531,-0.02419008
07-02-2012,0.017132831,0.002908668,0.010474896,0.005733335
08-02-2012,0.002536783,0.012761021,0.016743815,0.007003605
09-02-2012,0.010931174,0.001145475,0.034593418,-0.002695709
10-02-2012,-0.012014417,-0.020881007,0.000506906,0.003027338
13-02-2012,0.017328739,0.004966404,0.018604888,0.032607541
14-02-2012,0.004283295,0.001162791,0.013648969,-0.001513612
15-02-2012,0.009918667,0.006387921,-0.023142182,-0.035703094
16-02-2012,0.005008839,-0.011540681,0.009122562,-0.024611091
17-02-2012,0.009185967,0.005837712,-0.000179192,0.014283372
21-02-2012,0.025273555,0.014509576,0.025352527,-0.001315096
22-02-2012,0.001038912,0.00228833,-0.003515636,-0.009217563
23-02-2012,0.013680536,0.014269406,0.006529672,-0.00935875
24-02-2012,0.018149665,0.000281373,0.011657856,0.00134164
27-02-2012,-0.008227443,-0.003094234,0.006412663,-0.003349556
28-02-2012,-0.017513135,0.005079007,0.018354363,0.029518871
29-02-2012,0.004597054,-0.006176305,0.013130154,-0.022361267
01-03-2012,0.015689204,-0.031638418,0.003742259,0.001947749
02-03-2012,-0.019124678,-0.004084014,0.001304077,-0.004110142
05-03-2012,0.000187477,-0.001171646,-0.022047727,0.00535411
06-03-2012,-0.018650422,-0.02111437,-0.005439337,0.004604466
07-03-2012,0.01384777,0.00509287,0.000810968,0.014799316
08-03-2012,0.004615675,0.007451565,0.021292958,0.021058905
09-03-2012,0.007032349,-0.00147929,0.005867361,-0.017693413
12-03-2012,-0.009869646,0.005925926,0.012528121,-0.005045616
13-03-2012,0.003385368,-0.004418262,0.029166706,0.006543416
14-03-2012,-0.011340206,-0.027071006,0.037810264,-0.012622575
15-03-2012,-0.002843872,0.002280675,-0.00681844,0.011906058
16-03-2012,0.017492157,0.006067961,1.71E-05,0.003361763
19-03-2012,0.009903765,0.002110977,0.026521199,0.00253986
20-03-2012,-0.022296235,-0.002858863,0.008085146,0.036707621
21-03-2012,0.011260409,-0.004526935,-0.005709951,-0.003119669
22-03-2012,-0.017685038,-0.008337123,-0.005244749,0.003494487
23-03-2012,0.013812155,0.017425864,-0.005489383,0.013721409
26-03-2012,0.006013342,0.009765625,0.018337334,0.040145623
27-03-2012,0.002334921,0.006993007,0.012356319,0.012668246
28-03-2012,-0.017890421,-0.009456265,0.005109995,-0.020833323
29-03-2012,-0.024762808,-0.011038186,-0.012564389,0.017150512
30-03-2012,0.002334858,0.003016591,-0.016905483,-0.010263457
02-04-2012,0.021547122,0.009022556,0.031823876,-0.022023565
03-04-2012,-0.011686461,-0.000745157,0.017280064,0.008129265
04-04-2012,-0.023937704,-0.032960477,-0.007960971,-0.028398272
05-04-2012,0.017334778,0.006169032,0.015008554,0.002061931
09-04-2012,-0.008132443,-1,0.004024139,-0.012963651
10-04-2012,-0.012981942,0,-0.012243965,-0.025486002
11-04-2012,0.01522943,0.008515815,-0.00356437,0.005294711
12-04-2012,0.010033119,0.006332931,-0.00547755,0.0144704
13-04-2012,-0.008197512,-0.001198682,-0.028164489,-0.011694347
16-04-2012,0.000777907,-0.00810081,-0.041471777,-0.015706287
17-04-2012,0.012728333,-0.010586812,0.050971276,0.015579509
18-04-2012,-0.015158784,0.005197187,-0.002230563,0.014225851
19-04-2012,-0.002630297,0.003649635,-0.03435583,0.000157005
20-04-2012,0.011721039,-0.005151515,-0.024615253,-0.005860858
23-04-2012,-0.008688936,-0.007614986,-0.002233982,-0.009158812
24-04-2012,0.004090378,0.012584408,-0.019975457,0.011102831
25-04-2012,0.006013579,-0.007123371,0.088741366,0.021488972
26-04-2012,0.008098727,0.009616852,-0.003770533,0.008075337
27-04-2012,0.002869166,0.006047777,-0.007734038,0.157457014
30-04-2012,0.000286096,-0.007363992,-0.031542336,0.022261353
01-05-2012,0.012203261,0.007721423,-0.003167884,-0.008020703
02-05-2012,-0.008665348,-0.009615385,0.006613595,0.000912915
03-05-2012,-0.025558195,-0.00621966,-0.007099198,-0.003474497
04-05-2012,-0.039684087,0.003663563,-0.028479589,-0.023795999
07-05-2012,-0.006396589,-1,0.007483418,0.005223443
08-05-2012,-0.007459636,0,-0.002282793,-0.005596065
09-05-2012,-0.003397509,-0.012480499,0.001760053,-0.004108968
10-05-2012,0.003099174,0.010110585,0.002354171,0.016638291
11-05-2012,-0.011019568,-0.009696591,-0.006678061,0.004367158
14-05-2012,-0.013329168,-0.015476943,-0.014981243,-0.020862615
15-05-2012,-0.00823219,-0.001283285,-0.009046606,0.006549168
16-05-2012,-0.012663616,-0.005139737,-0.01281701,-0.001470658
17-05-2012,-0.002694546,0.003551824,-0.029226474,-0.025439601
18-05-2012,-0.011023452,0.022844273,0.000490417,-0.020653943
21-05-2012,0.011583434,0.001887386,0.058260094,0.019920481
22-05-2012,-0.012206979,-0.006279435,-0.007678799,-0.012745858
23-05-2012,-0.022309711,-0.021169036,0.024399794,0.009055854
24-05-2012,0.010738255,0.012588767,-0.009183893,-0.00938878
25-05-2012,0.003098716,0.000637552,-0.005359844,-0.010918073
29-05-2012,0.001213592,0.006371456,0.01774882,0.008736911
30-05-2012,-0.03261708,-0.025007914,0.012057292,-0.025704326
31-05-2012,-0.01446634,0.011688312,-0.002486277,0.017588339
01-06-2012,-0.038719371,0.030808729,-0.028975538,-0.022028101
04-06-2012,0.009378382,-1,0.005882451,0.030496619
05-06-2012,0.004288267,0,-0.002587243,-0.006338258
06-06-2012,0.008777132,0,0.015333224,0.020777599
07-06-2012,-0.003174603,-0.017737003,0.00045494,0.005329921
08-06-2012,-0.008256664,-0.018368618,0.015042299,-0.001462555
11-06-2012,-0.017840152,0.004757374,-0.015767177,-0.009062596
12-06-2012,0.009324292,0.012310606,0.008736489,-0.000369524
13-06-2012,-0.009478104,0.009978173,-0.006942497,-0.007808899
14-06-2012,0.015382752,-0.003704847,-0.001101127,-0.001303959
15-06-2012,0.002385781,0.008521847,0.004549198,0.0181861
18-06-2012,-0.009163394,-0.007220771,0.020291551,0.019738942
19-06-2012,0.008767716,0.006190034,0.002782697,0.006152856
20-06-2012,-0.034885105,-0.015072286,-0.002843079,-0.004508303
21-06-2012,-0.038860104,-0.011867583,-0.013777419,-0.010985548
22-06-2012,0.018226158,-0.010429836,0.007668761,0.007208582
25-06-2012,-0.007185176,0.002874481,-0.01946398,-0.009407621
26-06-2012,0.007364144,0.003821656,0.002207556,0.02517378
27-06-2012,0.011721704,-0.001586294,0.00431788,4.43E-05
28-06-2012,-0.031767784,-0.009532889,-0.009486517,-0.019102904
29-06-2012,0.094184251,0.025665704,0.026271928,0.031810619
02-07-2012,-0.015522107,-0.004066312,0.014589006,0.004247869
03-07-2012,0.0480172,0.016017588,0.011628267,0.000915716
05-07-2012,-0.007180305,-0.008346213,0.017567302,-0.010761125
06-07-2012,-0.031454483,-0.010598504,-0.006656415,-0.008852264
09-07-2012,0.018489985,-0.001260239,0.013220455,0
10-07-2012,-0.023391132,0.006466877,-0.00925242,-0.024661199
11-07-2012,0.023355577,-0.011440213,-0.00621497,-0.005148087
12-07-2012,0.001630182,-0.013157895,-0.009149127,-0.013783918
13-07-2012,0.01313648,0.025220884,0.010135238,0.014069456
16-07-2012,0.014457831,-0.003603886,0.003206795,-0.010897953
17-07-2012,0.007465219,-0.002830634,4.94E-05,0.004259053
18-07-2012,0.009093971,-0.006308153,-0.001120307,0.002489319
19-07-2012,0.032265243,0.005554674,0.013294619,0.040005504
20-07-2012,-0.013149386,-0.004892677,-0.016310699,0.009373458
23-07-2012,-0.041393622,-0.002537669,-0.000777796,-0.009987288
24-07-2012,0.005810641,0.006996343,-0.00481928,-0.013141021
25-07-2012,0.005890349,0.011211116,-0.04318373,-0.026856125
26-07-2012,0.006756757,0.010618364,-0.000156516,0.013637374
27-07-2012,0.008165548,0.000154512,0.017881938,0.078678298
30-07-2012,-0.003661378,-0.000308976,0.01686723,-0.005182922
31-07-2012,-0.019153675,0.002627106,0.026435596,-0.011817498
01-08-2012,0.010331517,-0.014180025,-0.006467356,-0.005186485
02-08-2012,-0.019889875,-0.001250782,0.001615003,-0.005515093
03-08-2012,0.047924788,0.00313087,0.013014421,0.018023496
06-08-2012,0.009846827,0.004993758,0.01112552,-0.004170728
07-08-2012,0.014951246,0.000621118,-0.002634307,0.010983345
08-08-2012,-0.003095645,0.001396648,-0.001691078,-0.009215392
09-08-2012,0,0.001084767,0.001403512,-0.001365334
10-08-2012,-0.004818503,0.002167183,0.001562683,-0.005596847
13-08-2012,-0.001936733,0.002471424,0.013350499,-0.001331893
14-08-2012,0.006899526,-0.015254237,0.002682578,0.003226639
15-08-2012,0.010171306,0.002503521,-0.001361503,0.018139697
16-08-2012,0.013884473,0.001716872,0.008734582,0.017395354
17-08-2012,0.003554255,0.006388283,0.018496384,-0.001573194
20-08-2012,0.0003125,0.000154823,0.026291858,-0.003400058
21-08-2012,0.005414975,0.015170279,-0.013666138,-0.003744577
22-08-2012,0.003521492,0.001524855,0.019525664,0.015243304
23-08-2012,-0.010527402,0.014159562,-0.00932914,-0.007815751
24-08-2012,-0.000938771,0.001050893,0.000890352,0.018822587
27-08-2012,-0.002505742,-1,0.018787119,-0.00740623
28-08-2012,0.007954783,0,-0.001302337,0.008978366
29-08-2012,-0.008307373,-0.004796163,-0.001970985,0.004103832
30-08-2012,-0.009319372,0.000301205,-0.014254537,-0.003641931
31-08-2012,0.019659655,-0.007226739,0.002063675,0.0083259
04-09-2012,-0.011713486,0.029420686,0.0146263,-0.001570866
05-09-2012,0.000314663,-0.004124926,-0.007022494,-0.006696805
06-09-2012,0.00220195,0.006508876,0.009011799,0.020956884
07-09-2012,0.008683825,0.015873016,0.006166132,0.030869639
10-09-2012,0.001140961,0.002314815,-0.026012587,-0.007910855
11-09-2012,0.005283879,0.002742494,-0.003244036,-0.00552335
12-09-2012,-0.000103061,0.000143947,0.013926936,-0.000156424
13-09-2012,0.013193156,-0.002158895,0.019692732,0.018033818
14-09-2012,0.006510682,0.024376172,0.012152632,0.003957881
17-09-2012,-0.02456034,-0.003097719,0.012296043,-0.012515747
18-09-2012,-0.013055642,-0.000282486,0.003043787,0.002906977
19-09-2012,-0.034435696,-0.001554111,0.000270711,0.011323644
20-09-2012,0.001848429,-0.004669591,-0.004842652,-0.003324652
21-09-2012,0.005426525,0.014785328,0.001989405,-0.012806246
24-09-2012,-0.010362694,-0.012328383,-0.013283972,-0.010370132
25-09-2012,-0.006653578,0.005106383,-0.024971422,-0.009183658
26-09-2012,-0.012627649,-0.015100198,-0.012412076,-0.011051291
27-09-2012,0.021908363,0.010459951,0.024264149,0.027716578
28-09-2012,0.003155947,0.007373795,-0.020871223,-0.008846756
01-10-2012,0.002820569,0.006193694,-0.011557534,-0.009083092
02-10-2012,-0.006057984,-0.006435367,0.002911775,-0.005594973
03-10-2012,-0.04016108,-0.000140805,0.015333188,0.021229018
04-10-2012,0.039687039,0.009294466,-0.006925293,0.017779005
05-10-2012,-0.019849493,-0.00432538,-0.021310728,-0.007524824
08-10-2012,-0.004895961,-0.00588565,-0.022096537,0.002127531
09-10-2012,0.033433971,0.000281928,-0.0036354,-0.031266854
10-10-2012,-0.012767799,-0.007187148,0.007957828,-0.023788659
11-10-2012,0.0104121,0.004400284,-0.019987228,-0.003143002
12-10-2012,-0.003904979,-0.001271905,0.00256332,-0.007616084
15-10-2012,0.000108897,-0.017404839,0.008019558,0.007509457
16-10-2012,0.002504355,0.006048387,0.02367822,-0.000982845
17-10-2012,-0.000325839,0.001431434,-0.007971785,0.014552771
18-10-2012,-0.000434594,-0.003430532,-0.018569357,-0.010667093
19-10-2012,-0.02173913,-0.003442341,-0.036039433,-0.01980807
22-10-2012,-0.018888889,-0.005900979,0.039666103,-0.025916671
23-10-2012,-0.018686297,-0.009121181,-0.032600991,0.002267084
24-10-2012,-0.014541258,-0.002630041,0.005657337,-0.024838859
25-10-2012,0.002342195,0.005273953,-0.011818474,-0.024377465
26-10-2012,0.002920902,0.00029146,-0.009088815,0.068724238
31-10-2012,0.004543336,0.001748252,-0.014370838,-0.022456371
01-11-2012,0.009509452,-0.001599767,0.002049321,-0.003220405
02-11-2012,-0.024698449,-0.018208303,-0.033090812,0.001206164
05-11-2012,0.008716137,-0.000890208,0.013557536,0.008217899
06-11-2012,0.034796824,0.004455005,-0.003027654,0.013783963
07-11-2012,-0.046490634,0.014340627,-0.042635268,-0.023152046
08-11-2012,0.006745562,0.001020259,-0.03629037,-0.020296441
09-11-2012,0.011872576,0.012376238,0.017312904,-0.00457448
12-11-2012,-0.006040892,-0.001725874,-0.007732245,0.000707008
13-11-2012,-0.002103787,-0.005186573,0.00012898,0.00057405
14-11-2012,0.011009604,-0.000289645,-0.011088598,-0.016107718
15-11-2012,-0.010078777,-0.009126467,-0.020973063,-0.01054044
16-11-2012,0.013692218,0.002046784,0.003919212,0.020988168
19-11-2012,0.028053567,0.009921214,0.072108105,0.019890828
20-11-2012,-0.029084784,0.001011268,-0.008520022,0.017717957
21-11-2012,0.007170946,-0.004762592,0.001408486,0.018179485
23-11-2012,-0.000803859,0.006090487,0.017447048,0.007772155
26-11-2012,0.003103092,0.00922456,0.031548564,0.015591087
27-11-2012,-0.005384968,-0.002427878,-0.008057296,-0.00090305
28-11-2012,-0.008178781,-0.02190408,-0.003146469,0.015242429
29-11-2012,0.017886179,0.009953162,0.011013082,0.01683462
30-11-2012,0.010269283,0.00057971,-0.00692275,0.003104227
03-12-2012,0.00169415,-0.003476246,0.001554871,-0.006824047
04-12-2012,-0.007328898,-0.012936047,-0.017639417,0.008628622
05-12-2012,-0.007723762,-0.002208806,-0.064356983,0.005822021
06-12-2012,-0.021634615,0.00014758,0.015683227,-0.002323248
07-12-2012,-0.000234,0.00427918,-0.025564571,-0.000394644
10-12-2012,-0.003627853,0.006464884,-0.006432334,-0.021715955
11-12-2012,0.002583979,-0.001459854,0.021837684,0.011785115
12-12-2012,0.011597938,0.003654971,-0.004414594,0.004268192
13-12-2012,-0.011117545,-0.013692644,-0.017272753,-0.002025719
14-12-2012,0.010891205,0.002067641,-0.037569143,-0.008198997
17-12-2012,0.004518072,-0.000294768,0.017732771,0.018740716
18-12-2012,0.008649521,-0.001031992,0.029046203,0.025762204
19-12-2012,0.018637091,-0.017119244,-0.014216201,-0.009255008
20-12-2012,0.007520485,-0.008708709,-0.008702033,0.013605218
21-12-2012,-0.017379679,0.000605877,-0.004600092,-0.017514291
24-12-2012,0.001020408,-1,0.001617415,0.006616775
26-12-2012,0.027409673,0,-0.013783946,-0.038628065
27-12-2012,0.002204829,0,0.004015639,-0.001287081
28-12-2012,-0.002749973,0.001208094,-0.010620182,-0.012605232
31-12-2012,0.012905361,-1,0.044310143,0.023207448
02-01-2013,0.014265491,0,0.031681587,0.025670679
03-01-2013,-0.001825209,-0.008413284,-0.012622236,0.004547095
04-01-2013,0.001613424,-0.018755582,-0.027854642,0.002592011
07-01-2013,0.000859107,-0.001668689,-0.005882338,0.035925129
08-01-2013,0.000107296,0.006533961,0.002691399,-0.007747844
09-01-2013,-0.0013947,0.001056763,-0.015628904,-0.000112617
10-01-2013,0.007842716,0.01040567,0.01239601,-0.003792041
11-01-2013,-0.002238567,-0.010447761,-0.006131602,0.009798772
14-01-2013,0.00715812,0.005429864,-0.03565252,0.01787717
15-01-2013,-0.010713907,0.00840084,-0.031549581,-0.003043365
16-01-2013,0.010937165,-0.002529009,0.041508823,-0.010923137
17-01-2013,0.012834111,-0.000745712,-0.006737851,0.005763649
18-01-2013,0.001256676,0.008059702,-0.005331435,0.006063236
22-01-2013,0.005020395,0.001184483,0.009539978,-0.007092434
23-01-2013,-0.010719118,-0.000147885,0.018305353,-0.007698349
24-01-2013,0.003050705,-0.011388848,-0.123557946,0.01995452
25-01-2013,-0.002097535,-0.006582885,-0.023573764,0.038506543
28-01-2013,0.008407777,-0.002108434,0.022619812,-0.027993878
29-01-2013,0.017404898,0.004225777,0.018762592,-0.056839598
30-01-2013,0.003687769,0.00841599,-0.003142202,0.047666617
31-01-2013,-0.003368034,-0.007600596,-0.002933264,-0.026616842
01-02-2013,-0.001945725,0.002552936,-0.004105486,-0.001883239
04-02-2013,-0.012825775,-0.001797484,-0.024910692,-0.018943355
05-02-2013,0.004885147,0.004501801,0.035087737,0.026578982
06-02-2013,-0.002482416,0.000448163,-0.001070243,-0.017497897
07-02-2013,-0.006221485,-0.003733015,0.023767353,-0.007589009
08-02-2013,-0.001356427,0.00014988,0.014437638,0.006609541
11-02-2013,0.013582698,-0.009740746,0.010421538,-0.018095136
12-02-2013,0.004844861,-0.002723971,-0.025066206,0.005793014
13-02-2013,-0.004616332,-0.001517451,-0.001902118,0.041631189
14-02-2013,0.002782645,0.000607903,-0.000899308,-0.000853568
15-02-2013,-0.013874615,-0.020504253,-0.013780844,-0.015413736
19-02-2013,0.00771235,-0.00279113,-0.000369411,0.017578951
20-02-2013,-0.018305926,-0.011973255,-0.024217954,-0.01238182
21-02-2013,-0.022439949,-0.007239534,-0.006215878,-0.001764206
22-02-2013,0.003556418,-0.000317058,0.010648769,-0.001955287
25-02-2013,-0.004080756,0.006184586,-0.017768038,-0.020910322
26-02-2013,-0.001186112,0.002679275,0.013934111,-0.001962558
27-02-2013,0.002267084,0.00864508,-0.009800265,0.014998516
28-02-2013,-0.008724688,-0.009817672,-0.007130436,0.003874602
01-03-2013,-0.014343149,-0.003934529,-0.024762111,0.005562497
04-03-2013,-0.006394003,-0.005056091,-0.024206158,0.027733857
05-03-2013,0.008321314,0.003493727,0.026401624,0.009080631
06-03-2013,-0.004511444,-0.003639816,-0.01271047,-0.006531395
07-03-2013,0.011716591,0.003494282,0.011558535,0.000328705
08-03-2013,0.005244182,0.001424501,0.002647589,0.001131872
11-03-2013,0.000652103,-0.001738581,0.014245321,-0.010759006
12-03-2013,0.004018681,0.009499683,-0.021558904,0.010654826
13-03-2013,0.000324535,-0.002979925,-0.000186735,0.003538471
14-03-2013,0.006056018,-0.00204499,0.009688337,-0.034024049
15-03-2013,0.004944642,0.005989912,0.025803506,-0.014751197
18-03-2013,0.002353193,0.005170793,0.027182991,-0.015010282
19-03-2013,-0.013552449,0.00436477,-0.002699113,-0.005738923
20-03-2013,0.008329727,-0.002017694,-0.005302621,0.003392984
21-03-2013,-0.008046347,0.003888025,0.001437812,-0.015119714
22-03-2013,0.010274713,-0.003718048,0.020277024,0.017206682
25-03-2013,0.012204261,-0.005286892,0.003615432,-0.006711973
26-03-2013,0.015230037,-0.000781616,-0.005263394,0.016756539
27-03-2013,0.005625586,0.003128911,-0.019647011,0.019169414
28-03-2013,0.007355226,-0.002963194,-0.02083697,0.004485496
01-04-2013,-0.001439737,-1,-0.031062219,-0.018312151
02-04-2013,0.001338826,0,0.002051692,0.006536532
03-04-2013,-0.02272961,-0.005525734,0.005118767,-0.016291994
04-04-2013,-0.018522416,-0.017939356,-0.009884488,0.000192982
05-04-2013,-0.005361355,0.01390236,-0.010567657,-0.013895288
08-04-2013,0.006468305,0.004464286,0.007112477,0.013582339
09-04-2013,0.008783205,0.001428571,0.001806638,0.008457242
10-04-2013,0.004353366,-0.001426534,0.02039907,0.013900489
11-04-2013,-0.012157733,-0.006349206,-0.00312149,0.019186529
12-04-2013,-0.023651541,-0.01884984,-0.010429812,0.011191362
15-04-2013,-0.02718404,-0.09150114,-0.023150309,-0.018873435
16-04-2013,-0.000225352,-0.010752688,0.015219719,0.017256817
17-04-2013,-0.023441902,0.008695652,-0.054992501,-0.018139099
18-04-2013,0.013618004,0.001257184,-0.02668823,-0.029842862
19-04-2013,0.002390983,0.008430493,-0.003877006,0.003469254
22-04-2013,0.008746025,0.013518321,0.020843466,0.012407733
23-04-2013,0.004503997,-0.011583012,0.018712178,0.020299777
24-04-2013,0.020849681,0.014559659,-0.00164973,-0.000446244
25-04-2013,0.024157242,0.015750788,0.007201734,0.022025497
26-04-2013,-0.006861799,0.014128188,0.021597497,-0.072406309
29-04-2013,0.015761632,-0.002718315,0.030968374,-0.019897151
30-04-2013,-0.009246466,0.001022147,0.02943364,0.016296921
01-05-2013,-0.026603733,-0.009700477,-0.007881996,-0.021984957
02-05-2013,0.032620675,0.009967348,0.014181976,0.017403243
03-05-2013,0.016542156,0,0.010010823,0.021777806
06-05-2013,0.005774278,-1,0.023845423,-0.009029208
07-05-2013,-0.005427975,0,-0.004449606,0.007860199
08-05-2013,0.010075567,0.016444521,0.011293738,0.003685958
09-05-2013,-0.001558604,-0.001702997,-0.015242371,0.005721397
10-05-2013,-0.002913935,-0.026612078,-0.008319238,0.01333795
13-05-2013,-0.01095919,0.00297932,0.003907603,0.003338031
14-05-2013,-0.008442381,0.002096802,-0.023925779,0.014441711
15-05-2013,-0.000106428,-0.016564952,-0.033816989,-0.006596315
16-05-2013,0.009579564,-0.020567376,0.013361341,-0.009153673
17-05-2013,0.009172377,-0.008870384,-0.003037425,0.021883989
